xflr5 v6.44

 Calculated polar for: EPPLER 435 AIRFOIL

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.800 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-13.750,-0.1756, 0.13507, 0.13309,-0.0838,0.9789,0.0111,-1.8523, 0.0000,-0.2899
-13.500,-0.1657, 0.13141, 0.12942,-0.0864,0.9737,0.0112,-1.8590, 0.0000,-0.3369
-13.250,-0.1573, 0.12771, 0.12573,-0.0886,0.9671,0.0112,-1.8732, 0.0000,-0.3808
-13.000,-0.1462, 0.12355, 0.12155,-0.0919,0.9599,0.0112,-1.8910, 0.0000,-0.4497
-12.750,-0.1315, 0.11885, 0.11684,-0.0964,0.9543,0.0113,-1.9120, 0.0000,-0.5617
-12.500,-0.1146, 0.11382, 0.11180,-0.1018,0.9493,0.0113,-1.9369, 0.0000,-0.7271
-12.250,-0.0960, 0.10850, 0.10644,-0.1080,0.9442,0.0113,-1.9666, 0.0000,-0.9811
-12.000,-0.0763, 0.10297, 0.10088,-0.1148,0.9379,0.0113,-2.0021, 0.0000,-1.3855
-11.750,-0.0564, 0.09732, 0.09517,-0.1219,0.9297,0.0113,-2.0576, 0.0000,-2.0861
-11.500,-0.0398, 0.09192, 0.08971,-0.1283,0.9171,0.0113,-2.1299, 0.0000,-3.2203
-11.250,-0.0275, 0.08674, 0.08441,-0.1336,0.8988,0.0113,-2.2140, 0.0000,-4.9600
-11.000,-0.0242, 0.08215, 0.07976,-0.1363,0.8816,0.0113,-2.3135, 0.0000,-5.7665
-10.750,-0.2940, 0.03312, 0.02970,-0.1578,0.8409,0.0060,-6.7218, 0.0000,-0.3203
-10.500,-0.3059, 0.03035, 0.02668,-0.1569,0.8268,0.0060,-6.7961, 0.0000,-0.2940
-10.250,-0.3145, 0.02794, 0.02409,-0.1554,0.8198,0.0060,-6.8348, 0.0000,-0.2731
-10.000,-0.3209, 0.02609, 0.02204,-0.1532,0.8115,0.0060,-6.8334, 0.0000,-0.2549
 -9.750,-0.3163, 0.02434, 0.02006,-0.1521,0.8036,0.0060,-6.7610, 0.0000,-0.2574
 -9.500,-0.3068, 0.02283, 0.01833,-0.1509,0.7947,0.0061,-6.6437, 0.0000,-0.2685
 -9.250,-0.2928, 0.02142, 0.01673,-0.1502,0.7876,0.0062,-6.4956, 0.0000,-0.2898
 -9.000,-0.2768, 0.02010, 0.01526,-0.1495,0.7850,0.0063,-6.3325, 0.0000,-0.3174
 -8.750,-0.2588, 0.01887, 0.01388,-0.1489,0.7818,0.0064,-6.1586, 0.0000,-0.3532
 -8.500,-0.2395, 0.01774, 0.01260,-0.1483,0.7783,0.0065,-5.9775, 0.0000,-0.3984
 -8.250,-0.2190, 0.01673, 0.01146,-0.1478,0.7745,0.0066,-5.7838, 0.0000,-0.4556
 -8.000,-0.1975, 0.01586, 0.01046,-0.1474,0.7706,0.0067,-5.5765, 0.0000,-0.5287
 -7.750,-0.1753, 0.01509, 0.00958,-0.1469,0.7664,0.0068,-5.3587, 0.0000,-0.6235
 -7.500,-0.1525, 0.01444, 0.00881,-0.1466,0.7620,0.0070,-5.1318, 0.0000,-0.7499
 -7.250,-0.1290, 0.01387, 0.00814,-0.1463,0.7572,0.0071,-4.8958, 0.0000,-0.9279
 -7.000,-0.1042, 0.01339, 0.00757,-0.1462,0.7519,0.0073,-4.6486, 0.0000,-1.2051
 -6.750,-0.0801, 0.01260, 0.00665,-0.1462,0.7467,0.0076,-4.4576, 0.0000,-1.6391
 -6.500,-0.0555, 0.01190, 0.00582,-0.1463,0.7453,0.0081,-4.2488, 0.0000,-2.4723
 -6.250,-0.0292, 0.01151, 0.00541,-0.1464,0.7441,0.0087,-3.9861, 0.0000,-4.9178
 -6.000,-0.0023, 0.01122, 0.00513,-0.1467,0.7423,0.0094,-3.7115, 0.0000,-64.3838
 -5.750, 0.0248, 0.01096, 0.00486,-0.1469,0.7400,0.0102,-3.4480, 0.0000, 6.3345
 -5.500, 0.0523, 0.01072, 0.00459,-0.1471,0.7373,0.0110,-3.2051, 0.0000, 3.1388
 -5.250, 0.0798, 0.01028, 0.00406,-0.1474,0.7347,0.0129,-3.0225, 0.0000, 2.1442
 -5.000, 0.1078, 0.00989, 0.00365,-0.1478,0.7318,0.0208,-2.8371, 0.0000, 1.6537
 -4.750, 0.1361, 0.00969, 0.00345,-0.1482,0.7288,0.0261,-2.5999, 0.0000, 1.3636
 -4.500, 0.1643, 0.00941, 0.00323,-0.1486,0.7256,0.0439,-2.3705, 0.0000, 1.1738
 -4.250, 0.1926, 0.00917, 0.00305,-0.1491,0.7222,0.0644,-2.1405, 0.0000, 1.0394
 -4.000, 0.2209, 0.00894, 0.00289,-0.1496,0.7185,0.0906,-1.9158, 0.0000, 0.9394
 -3.750, 0.2495, 0.00866, 0.00273,-0.1502,0.7140,0.1318,-1.6972, 0.0000, 0.8622
 -3.500, 0.2791, 0.00819, 0.00254,-0.1514,0.7084,0.2232,-1.4834, 0.0000, 0.8006
 -3.250, 0.3103, 0.00758, 0.00231,-0.1530,0.7026,0.3566,-1.2720, 0.0000, 0.7500
 -3.000, 0.3408, 0.00705, 0.00222,-0.1543,0.7016,0.4906,-1.0693, 0.0000, 0.7082
 -2.750, 0.3702, 0.00697, 0.00225,-0.1548,0.7006,0.5345,-0.8774, 0.0000, 0.6726
 -2.500, 0.3993, 0.00697, 0.00227,-0.1551,0.6993,0.5564,-0.7796, 0.0000, 0.6420
 -2.250, 0.4285, 0.00700, 0.00226,-0.1554,0.6977,0.5614,-0.7955, 0.0000, 0.6156
 -2.000, 0.4575, 0.00698, 0.00228,-0.1558,0.6958,0.5778,-0.8114, 0.0000, 0.5926
 -1.750, 0.4863, 0.00699, 0.00232,-0.1560,0.6933,0.5889,-0.8272, 0.0000, 0.5724
 -1.500, 0.5151, 0.00702, 0.00234,-0.1563,0.6901,0.5955,-0.8430, 0.0000, 0.5544
 -1.250, 0.5436, 0.00708, 0.00238,-0.1565,0.6864,0.6044,-0.8590, 0.0000, 0.5383
 -1.000, 0.5721, 0.00718, 0.00245,-0.1566,0.6827,0.6101,-0.8766, 0.0000, 0.5237
 -0.750, 0.6004, 0.00729, 0.00253,-0.1567,0.6789,0.6128,-0.8941, 0.0000, 0.5105
 -0.500, 0.6284, 0.00735, 0.00254,-0.1569,0.6740,0.6151,-0.9115, 0.0000, 0.4987
 -0.250, 0.6564, 0.00735, 0.00248,-0.1571,0.6679,0.6198,-0.9288, 0.0000, 0.4880
  0.000, 0.6851, 0.00740, 0.00248,-0.1574,0.6615,0.6235,-0.9484, 0.0000, 0.4781
