xflr5 v6.44

 Calculated polar for: GOE 614

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.700 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-14.000,-0.4262, 0.05764, 0.05448,-0.1316,0.9699,0.0256,-5.3218, 0.0000,-0.1062
-13.750,-0.4377, 0.05128, 0.04795,-0.1385,0.9649,0.0256,-5.4306, 0.0000,-0.1119
-13.500,-0.4404, 0.04567, 0.04218,-0.1457,0.9613,0.0256,-5.4868, 0.0000,-0.1248
-13.250,-0.4448, 0.04131, 0.03768,-0.1502,0.9524,0.0257,-5.5177, 0.0000,-0.1302
-13.000,-0.4371, 0.03713, 0.03332,-0.1567,0.9452,0.0257,-5.5023, 0.0000,-0.1504
-12.750,-0.4228, 0.03351, 0.02952,-0.1634,0.9375,0.0258,-5.4527, 0.0000,-0.1784
-12.500,-0.4026, 0.03050, 0.02633,-0.1699,0.9270,0.0259,-5.3714, 0.0000,-0.2146
-12.250,-0.3721, 0.02803, 0.02366,-0.1768,0.9182,0.0260,-5.2468, 0.0000,-0.2698
-12.000,-0.3510, 0.02638, 0.02183,-0.1796,0.9038,0.0261,-5.1358, 0.0000,-0.3075
-11.750,-0.3368, 0.02516, 0.02045,-0.1799,0.8879,0.0263,-5.0371, 0.0000,-0.3305
-11.500,-0.3271, 0.02430, 0.01942,-0.1785,0.8720,0.0264,-4.9439, 0.0000,-0.3419
-11.000,-0.3100, 0.02317, 0.01800,-0.1739,0.8437,0.0266,-4.7518, 0.0000,-0.3568
-10.750,-0.2978, 0.02270, 0.01737,-0.1720,0.8316,0.0267,-4.6427, 0.0000,-0.3736
-10.250,-0.2733, 0.02060, 0.01505,-0.1682,0.8105,0.0270,-4.4688, 0.0000,-0.4128
-10.000,-0.2593, 0.01967, 0.01406,-0.1664,0.8020,0.0272,-4.3713, 0.0000,-0.4400
 -9.750,-0.2444, 0.01892, 0.01322,-0.1646,0.7923,0.0273,-4.2653, 0.0000,-0.4733
 -9.500,-0.2285, 0.01827, 0.01250,-0.1629,0.7833,0.0275,-4.1535, 0.0000,-0.5143
 -9.250,-0.2120, 0.01767, 0.01185,-0.1612,0.7738,0.0277,-4.0404, 0.0000,-0.5640
 -9.000,-0.1950, 0.01717, 0.01126,-0.1595,0.7641,0.0278,-3.9360, 0.0000,-0.6243
 -8.750,-0.1767, 0.01666, 0.01071,-0.1580,0.7559,0.0280,-3.8280, 0.0000,-0.7038
 -8.500,-0.1583, 0.01620, 0.01019,-0.1565,0.7465,0.0282,-3.7194, 0.0000,-0.8030
 -8.250,-0.1396, 0.01579, 0.00970,-0.1550,0.7376,0.0283,-3.6105, 0.0000,-0.9302
 -8.000,-0.1199, 0.01537, 0.00924,-0.1536,0.7283,0.0285,-3.4999, 0.0000,-1.1092
 -7.750,-0.1010, 0.01502, 0.00879,-0.1520,0.7177,0.0286,-3.3917, 0.0000,-1.3440
 -7.500,-0.0808, 0.01465, 0.00837,-0.1507,0.7078,0.0288,-3.2813, 0.0000,-1.7218
 -7.250,-0.0613, 0.01433, 0.00797,-0.1492,0.6965,0.0290,-3.1733, 0.0000,-2.3201
 -7.000,-0.0407, 0.01401, 0.00758,-0.1478,0.6868,0.0291,-3.0638, 0.0000,-3.5772
 -6.750,-0.0202, 0.01371, 0.00721,-0.1464,0.6761,0.0293,-2.9554, 0.0000,-7.3832
 -6.500, 0.0004, 0.01344, 0.00686,-0.1450,0.6662,0.0294,-2.8478, 0.0000,390.8559
