xflr5 v6.44

 Calculated polar for: GOE 614

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     1.000 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-14.000,-0.5111, 0.04079, 0.03731,-0.1493,0.9619,0.0228,-6.2059, 0.0000,-0.0828
-13.750,-0.5054, 0.03747, 0.03390,-0.1531,0.9550,0.0229,-6.1675, 0.0000,-0.0930
-13.500,-0.4932, 0.03431, 0.03064,-0.1577,0.9468,0.0230,-6.1000, 0.0000,-0.1096
-13.250,-0.4707, 0.03131, 0.02753,-0.1640,0.9402,0.0231,-5.9914, 0.0000,-0.1388
-13.000,-0.4494, 0.02870, 0.02480,-0.1693,0.9280,0.0232,-5.8799, 0.0000,-0.1678
-12.750,-0.4094, 0.02624, 0.02220,-0.1778,0.9199,0.0233,-5.7018, 0.0000,-0.2277
-12.500,-0.3808, 0.02433, 0.02015,-0.1830,0.9044,0.0235,-5.5547, 0.0000,-0.2759
-12.250,-0.3609, 0.02295, 0.01862,-0.1853,0.8862,0.0236,-5.4284, 0.0000,-0.3098
-12.000,-0.3506, 0.02199, 0.01751,-0.1846,0.8674,0.0238,-5.3256, 0.0000,-0.3227
-11.750,-0.3458, 0.02126, 0.01664,-0.1821,0.8504,0.0239,-5.2365, 0.0000,-0.3220
-11.500,-0.3435, 0.02068, 0.01593,-0.1787,0.8348,0.0241,-5.1533, 0.0000,-0.3144
-11.250,-0.3390, 0.02018, 0.01534,-0.1754,0.8226,0.0242,-5.0626, 0.0000,-0.3107
-11.000,-0.3295, 0.01964, 0.01470,-0.1728,0.8106,0.0244,-4.9583, 0.0000,-0.3178
-10.750,-0.3175, 0.01906, 0.01405,-0.1707,0.8019,0.0245,-4.8487, 0.0000,-0.3313
-10.500,-0.3045, 0.01852, 0.01342,-0.1686,0.7921,0.0246,-4.7361, 0.0000,-0.3478
-10.250,-0.2902, 0.01802, 0.01283,-0.1666,0.7830,0.0248,-4.6201, 0.0000,-0.3687
-10.000,-0.2745, 0.01751, 0.01226,-0.1648,0.7737,0.0249,-4.4999, 0.0000,-0.3962
 -9.750,-0.2590, 0.01707, 0.01171,-0.1629,0.7635,0.0251,-4.3807, 0.0000,-0.4258
 -9.500,-0.2412, 0.01660, 0.01119,-0.1614,0.7555,0.0252,-4.2652, 0.0000,-0.4678
 -9.250,-0.2233, 0.01617, 0.01068,-0.1598,0.7463,0.0253,-4.1538, 0.0000,-0.5162
 -9.000,-0.2053, 0.01577, 0.01021,-0.1582,0.7374,0.0255,-4.0422, 0.0000,-0.5735
 -8.750,-0.1857, 0.01536, 0.00974,-0.1568,0.7286,0.0256,-3.9267, 0.0000,-0.6511
 -8.500,-0.1673, 0.01501, 0.00931,-0.1552,0.7179,0.0257,-3.8144, 0.0000,-0.7384
 -8.250,-0.1471, 0.01465, 0.00888,-0.1539,0.7084,0.0259,-3.6983, 0.0000,-0.8621
 -8.000,-0.1278, 0.01433, 0.00849,-0.1523,0.6967,0.0260,-3.5847, 0.0000,-1.0154
 -7.750,-0.1074, 0.01401, 0.00810,-0.1510,0.6868,0.0261,-3.4691, 0.0000,-1.2399
 -7.500,-0.0869, 0.01372, 0.00773,-0.1496,0.6760,0.0262,-3.3541, 0.0000,-1.5707
 -7.250,-0.0663, 0.01344, 0.00739,-0.1483,0.6661,0.0263,-3.2396, 0.0000,-2.1097
 -7.000,-0.0450, 0.01317, 0.00705,-0.1471,0.6556,0.0264,-3.1240, 0.0000,-3.1970
 -6.750,-0.0244, 0.01293, 0.00674,-0.1457,0.6451,0.0264,-3.0114, 0.0000,-6.0266
 -6.500,-0.0023, 0.01268, 0.00643,-0.1445,0.6350,0.0265,-2.8961, 0.0000,-66.3963
 -6.250, 0.0181, 0.01249, 0.00615,-0.1431,0.6234,0.0266,-2.7858, 0.0000, 8.5109
 -6.000, 0.0408, 0.01226, 0.00587,-0.1420,0.6136,0.0266,-2.6714, 0.0000, 3.8874
 -5.750, 0.0618, 0.01209, 0.00562,-0.1406,0.6024,0.0267,-2.5620, 0.0000, 2.6247
 -5.500, 0.0846, 0.01187, 0.00536,-0.1396,0.5939,0.0268,-2.4509, 0.0000, 1.9692
 -5.250, 0.1056, 0.01158, 0.00499,-0.1383,0.5847,0.0269,-2.3514, 0.0000, 1.6111
 -5.000, 0.1266, 0.01134, 0.00467,-0.1369,0.5759,0.0272,-2.2514, 0.0000, 1.3718
 -4.750, 0.1494, 0.01109, 0.00437,-0.1359,0.5685,0.0275,-2.1473, 0.0000, 1.1913
 -4.500, 0.1715, 0.01092, 0.00414,-0.1347,0.5600,0.0280,-2.0430, 0.0000, 1.0612
 -4.250, 0.1940, 0.01078, 0.00394,-0.1335,0.5524,0.0283,-1.9385, 0.0000, 0.9596
 -4.000, 0.2177, 0.01064, 0.00377,-0.1326,0.5454,0.0286,-1.8329, 0.0000, 0.8764
 -3.750, 0.2395, 0.01056, 0.00362,-0.1313,0.5356,0.0290,-1.7325, 0.0000, 0.8125
 -3.500, 0.2621, 0.01047, 0.00348,-0.1301,0.5266,0.0293,-1.6318, 0.0000, 0.7583
 -3.250, 0.2845, 0.01040, 0.00335,-0.1289,0.5177,0.0298,-1.5436, 0.0000, 0.7129
 -3.000, 0.3046, 0.01036, 0.00325,-0.1272,0.5094,0.0302,-1.4631, 0.0000, 0.6757
 -2.750, 0.3274, 0.01027, 0.00313,-0.1261,0.5046,0.0307,-1.3789, 0.0000, 0.6415
 -2.500, 0.3502, 0.01020, 0.00304,-0.1250,0.4994,0.0312,-1.2954, 0.0000, 0.6117
 -2.250, 0.3722, 0.01016, 0.00296,-0.1237,0.4935,0.0316,-1.2134, 0.0000, 0.5859
 -2.000, 0.3933, 0.01015, 0.00290,-0.1222,0.4869,0.0321,-1.1344, 0.0000, 0.5632
 -1.750, 0.4166, 0.01010, 0.00283,-0.1212,0.4820,0.0333,-1.0883, 0.0000, 0.5424
 -1.500, 0.4398, 0.01006, 0.00277,-0.1202,0.4764,0.0348,-1.1092, 0.0000, 0.5237
 -1.250, 0.4618, 0.01005, 0.00274,-0.1189,0.4699,0.0369,-1.1303, 0.0000, 0.5072
 -1.000, 0.4803, 0.00986, 0.00266,-0.1171,0.4630,0.0869,-1.1490, 0.0000, 0.4927
 -0.750, 0.5036, 0.00980, 0.00266,-0.1161,0.4591,0.1019,-1.1709, 0.0000, 0.4787
 -0.500, 0.5265, 0.00976, 0.00265,-0.1151,0.4547,0.1142,-1.1926, 0.0000, 0.4661
 -0.250, 0.5489, 0.00974, 0.00266,-0.1139,0.4501,0.1305,-1.2139, 0.0000, 0.4545
  0.000, 0.5691, 0.00964, 0.00273,-0.1125,0.4451,0.1859,-1.2340, 0.0000, 0.4440
  0.250, 0.5904, 0.00969, 0.00281,-0.1112,0.4393,0.2050,-1.2583, 0.0000, 0.4340
  0.500, 0.6146, 0.00971, 0.00285,-0.1104,0.4357,0.2180,-1.2922, 0.0000, 0.4248
  0.750, 0.6374, 0.00975, 0.00292,-0.1094,0.4306,0.2294,-1.3253, 0.0000, 0.4163
  1.000, 0.6590, 0.00984, 0.00299,-0.1081,0.4251,0.2364,-1.3575, 0.0000, 0.4082
  1.250, 0.6791, 0.00995, 0.00309,-0.1066,0.4186,0.2478,-1.3886, 0.0000, 0.4006
  1.500, 0.7018, 0.01001, 0.00317,-0.1056,0.4142,0.2587,-1.4219, 0.0000, 0.3937
  1.750, 0.7242, 0.01007, 0.00325,-0.1046,0.4088,0.2726,-1.4551, 0.0000, 0.3871
  2.000, 0.7453, 0.01015, 0.00336,-0.1033,0.4030,0.2907,-1.4875, 0.0000, 0.3808
  2.250, 0.7655, 0.01026, 0.00348,-0.1019,0.3974,0.3113,-1.5191, 0.0000, 0.3749
  2.750, 0.8081, 0.01034, 0.00372,-0.0994,0.3889,0.3717,-1.5845, 0.0000, 0.3640
  3.000, 0.8282, 0.01042, 0.00387,-0.0980,0.3833,0.4024,-1.6165, 0.0000, 0.3589
  3.250, 0.8478, 0.01054, 0.00402,-0.0965,0.3781,0.4281,-1.6480, 0.0000, 0.3540
  3.500, 0.8675, 0.01066, 0.00419,-0.0951,0.3731,0.4542,-1.6797, 0.0000, 0.3493
  3.750, 0.8894, 0.01073, 0.00432,-0.0940,0.3698,0.4799,-1.7133, 0.0000, 0.3450
  4.000, 0.9099, 0.01083, 0.00448,-0.0927,0.3652,0.5049,-1.7459, 0.0000, 0.3408
  4.250, 0.9284, 0.01098, 0.00467,-0.0911,0.3596,0.5312,-1.7768, 0.0000, 0.3366
  4.500, 0.9457, 0.01117, 0.00489,-0.0893,0.3534,0.5595,-1.8066, 0.0000, 0.3325
  4.750, 0.9654, 0.01127, 0.00507,-0.0879,0.3492,0.5938,-1.8387, 0.0000, 0.3287
  5.000, 0.9831, 0.01135, 0.00528,-0.0861,0.3435,0.6468,-1.8692, 0.0000, 0.3249
  5.250, 0.9928, 0.01134, 0.00558,-0.0828,0.3370,0.7714,-1.8927, 0.0000, 0.3202
  5.500, 1.1177, 0.01164, 0.00616,-0.1041,0.3184,1.0000,-2.0159, 0.0000, 0.3298
  5.750, 1.1356, 0.01199, 0.00646,-0.1026,0.3092,1.0000,-2.0469, 0.0000, 0.3266
  6.000, 1.1526, 0.01240, 0.00679,-0.1009,0.2971,1.0000,-2.0770, 0.0000, 0.3234
  6.250, 1.1684, 0.01286, 0.00718,-0.0992,0.2852,1.0000,-2.1074, 0.0000, 0.3203
  6.500, 1.1824, 0.01342, 0.00765,-0.0972,0.2712,1.0000,-2.1364, 0.0000, 0.3172
  6.750, 1.1969, 0.01398, 0.00813,-0.0954,0.2578,1.0000,-2.1658, 0.0000, 0.3142
  7.000, 1.2111, 0.01455, 0.00864,-0.0936,0.2467,1.0000,-2.1949, 0.0000, 0.3113
  7.250, 1.2245, 0.01520, 0.00922,-0.0917,0.2352,1.0000,-2.2231, 0.0000, 0.3085
  7.500, 1.2404, 0.01575, 0.00973,-0.0902,0.2273,1.0000,-2.2538, 0.0000, 0.3059
  7.750, 1.2545, 0.01640, 0.01033,-0.0886,0.2192,1.0000,-2.2827, 0.0000, 0.3033
  8.000, 1.2692, 0.01704, 0.01094,-0.0871,0.2116,1.0000,-2.3121, 0.0000, 0.3009
  8.250, 1.2849, 0.01764, 0.01152,-0.0857,0.2062,1.0000,-2.3426, 0.0000, 0.2985
  8.500, 1.2983, 0.01838, 0.01223,-0.0842,0.1994,1.0000,-2.3708, 0.0000, 0.2962
  8.750, 1.3123, 0.01913, 0.01294,-0.0828,0.1930,1.0000,-2.3992, 0.0000, 0.2940
  9.000, 1.3272, 0.01983, 0.01365,-0.0815,0.1875,1.0000,-2.4432, 0.0000, 0.2918
  9.250, 1.3354, 0.02094, 0.01468,-0.0796,0.1762,1.0000,-2.4792, 0.0000, 0.2895
  9.500, 1.3214, 0.02345, 0.01698,-0.0755,0.1349,1.0000,-2.4847, 0.0000, 0.2865
  9.750, 1.3197, 0.02536, 0.01881,-0.0730,0.1184,1.0000,-2.5061, 0.0000, 0.2841
 10.000, 1.3315, 0.02643, 0.01989,-0.0718,0.1168,1.0000,-2.5462, 0.0000, 0.2822
