xflr5 v6.44

 Calculated polar for: AG35

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.450 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-13.750,-0.4249, 0.13808, 0.13574, 0.0026,1.0000,0.0153,-1.6002, 0.0000, 0.2503
-13.500,-0.4232, 0.13486, 0.13252, 0.0017,1.0000,0.0157,-1.6100, 0.0000, 0.2483
-13.250,-0.4218, 0.13141, 0.12908, 0.0007,1.0000,0.0162,-1.6484, 0.0000, 0.2461
-13.000,-0.4217, 0.12756, 0.12523,-0.0006,1.0000,0.0170,-1.7291, 0.0000, 0.2430
-12.750,-0.4273, 0.12273, 0.12042,-0.0034,1.0000,0.0176,-1.9472, 0.0000, 0.2367
-12.500,-0.4284, 0.11821, 0.11591,-0.0052,1.0000,0.0177,-2.0714, 0.0000, 0.2325
-12.250,-0.4284, 0.11382, 0.11153,-0.0068,1.0000,0.0178,-2.1592, 0.0000, 0.2290
-12.000,-0.4282, 0.10938, 0.10710,-0.0083,1.0000,0.0178,-2.2403, 0.0000, 0.2256
-10.500,-0.5209, 0.09192, 0.08963,-0.0073,1.0000,0.0185,-2.6991, 0.0000, 0.2311
-10.250,-0.5154, 0.08907, 0.08679,-0.0084,1.0000,0.0188,-2.6125, 0.0000, 0.2289
-10.000,-0.5122, 0.08541, 0.08315,-0.0106,1.0000,0.0192,-2.6027, 0.0000, 0.2249
 -9.750,-0.5114, 0.08114, 0.07891,-0.0136,1.0000,0.0194,-2.6452, 0.0000, 0.2192
 -9.500,-0.5117, 0.07620, 0.07400,-0.0184,1.0000,0.0196,-2.7257, 0.0000, 0.2103
 -9.250,-0.5070, 0.06989, 0.06769,-0.0258,1.0000,0.0197,-2.8415, 0.0000, 0.1955
 -9.000,-0.5011, 0.06226, 0.06000,-0.0339,1.0000,0.0197,-3.0268, 0.0000, 0.1791
 -8.750,-0.5414, 0.02944, 0.02572,-0.0469,1.0000,0.0130,-5.3523, 0.0000, 0.1604
 -8.500,-0.5311, 0.02426, 0.01984,-0.0457,1.0000,0.0133,-5.5017, 0.0000, 0.1611
 -8.250,-0.5141, 0.02180, 0.01687,-0.0443,1.0000,0.0139,-5.4054, 0.0000, 0.1610
 -8.000,-0.4968, 0.01992, 0.01482,-0.0430,1.0000,0.0145,-5.1902, 0.0000, 0.1605
 -7.750,-0.4654, 0.01876, 0.01349,-0.0442,0.9972,0.0151,-4.8627, 0.0000, 0.1522
 -7.500,-0.4318, 0.01730, 0.01179,-0.0456,0.9939,0.0157,-4.6215, 0.0000, 0.1413
 -7.250,-0.3986, 0.01599, 0.01024,-0.0468,0.9898,0.0165,-4.3853, 0.0000, 0.1294
 -7.000,-0.3641, 0.01487, 0.00892,-0.0482,0.9861,0.0172,-4.1331, 0.0000, 0.1143
 -6.750,-0.3315, 0.01390, 0.00777,-0.0492,0.9801,0.0181,-3.8781, 0.0000, 0.0981
 -6.500,-0.2984, 0.01302, 0.00687,-0.0504,0.9744,0.0194,-3.5899, 0.0000, 0.0772
 -6.250,-0.2671, 0.01240, 0.00619,-0.0511,0.9663,0.0206,-3.3223, 0.0000, 0.0547
 -6.000,-0.2356, 0.01180, 0.00551,-0.0517,0.9581,0.0219,-3.0865, 0.0000, 0.0262
 -5.750,-0.2057, 0.01131, 0.00493,-0.0519,0.9485,0.0231,-2.8752, 0.0000,-0.0074
 -5.500,-0.1783, 0.01068, 0.00429,-0.0517,0.9370,0.0255,-2.6711, 0.0000,-0.0456
 -5.250,-0.1510, 0.01038, 0.00394,-0.0513,0.9252,0.0282,-2.4582, 0.0000,-0.0964
 -5.000,-0.1245, 0.00995, 0.00345,-0.0508,0.9129,0.0314,-2.2661, 0.0000,-0.1657
 -4.750,-0.0979, 0.00967, 0.00312,-0.0502,0.9001,0.0359,-2.0786, 0.0000,-0.2726
 -4.500,-0.0715, 0.00937, 0.00280,-0.0497,0.8864,0.0437,-1.9099, 0.0000,-0.4574
 -4.250,-0.0449, 0.00910, 0.00252,-0.0492,0.8728,0.0566,-1.7410, 0.0000,-0.8659
 -4.000,-0.0183, 0.00880, 0.00229,-0.0487,0.8587,0.0859,-1.5708, 0.0000,-2.4578
