xflr5 v6.44

 Calculated polar for: AG35

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.150 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-12.750,-0.4090, 0.12855, 0.12456,-0.0028,1.0000,0.0435,-1.5098, 0.0000, 0.2377
-12.500,-0.4094, 0.12513, 0.12115,-0.0043,1.0000,0.0450,-1.5576, 0.0000, 0.2342
-12.250,-0.4155, 0.12175, 0.11780,-0.0070,1.0000,0.0462,-1.6685, 0.0000, 0.2280
-12.000,-0.4222, 0.11813, 0.11421,-0.0103,1.0000,0.0467,-1.7954, 0.0000, 0.2209
-11.750,-0.4263, 0.11422, 0.11033,-0.0130,1.0000,0.0469,-1.8957, 0.0000, 0.2149
-11.500,-0.4295, 0.11005, 0.10620,-0.0156,1.0000,0.0470,-1.9855, 0.0000, 0.2093
-11.250,-0.4061, 0.10586, 0.10199,-0.0103,1.0000,0.0494,-1.7091, 0.0000, 0.2200
-11.000,-0.4005, 0.10255, 0.09870,-0.0106,1.0000,0.0516,-1.6661, 0.0000, 0.2191
-10.750,-0.3993, 0.09877, 0.09494,-0.0118,1.0000,0.0537,-1.6807, 0.0000, 0.2161
-10.500,-0.4021, 0.09460, 0.09081,-0.0142,1.0000,0.0558,-1.7455, 0.0000, 0.2106
-10.250,-0.4138, 0.08996, 0.08622,-0.0194,1.0000,0.0572,-1.9179, 0.0000, 0.1995
-10.000,-0.4241, 0.08513, 0.08145,-0.0244,1.0000,0.0576,-2.0683, 0.0000, 0.1891
 -9.750,-0.4349, 0.07993, 0.07631,-0.0299,1.0000,0.0577,-2.2064, 0.0000, 0.1783
 -9.500,-0.4924, 0.08550, 0.08169,-0.0187,1.0000,0.0567,-2.2118, 0.0000, 0.2081
 -9.250,-0.4936, 0.07752, 0.07362,-0.0345,1.0000,0.0576,-2.5366, 0.0000, 0.1768
 -8.750,-0.4790, 0.06945, 0.06564,-0.0332,1.0000,0.0596,-2.3872, 0.0000, 0.1775
 -8.500,-0.4688, 0.06616, 0.06234,-0.0337,1.0000,0.0610,-2.3187, 0.0000, 0.1749
 -8.250,-0.4584, 0.06209, 0.05820,-0.0360,1.0000,0.0628,-2.3027, 0.0000, 0.1685
 -8.000,-0.4476, 0.05732, 0.05331,-0.0390,1.0000,0.0652,-2.3317, 0.0000, 0.1600
 -7.750,-0.4404, 0.05054, 0.04606,-0.0436,1.0000,0.0706,-2.5185, 0.0000, 0.1483
 -7.500,-0.4276, 0.04693, 0.04237,-0.0432,1.0000,0.0712,-2.4628, 0.0000, 0.1462
 -7.250,-0.4176, 0.03280, 0.02705,-0.0431,1.0000,0.0345,-3.2303, 0.0000, 0.1439
