xflr5 v6.44

 Calculated polar for: EPPLER 395

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.450 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-12.000,-0.4902, 0.07648, 0.07377,-0.0734,0.9958,0.0068,-7.8204, 0.0000, 0.0793
-11.750,-0.5071, 0.06590, 0.06300,-0.0838,0.9919,0.0067,-8.3226, 0.0000, 0.0644
-11.500,-0.5133, 0.05769, 0.05467,-0.0931,0.9869,0.0067,-8.5765, 0.0000, 0.0487
-11.250,-0.5174, 0.04968, 0.04650,-0.1030,0.9794,0.0066,-8.7874, 0.0000, 0.0315
-11.000,-0.5184, 0.04196, 0.03859,-0.1135,0.9691,0.0066,-8.9430, 0.0000, 0.0123
-10.750,-0.5112, 0.03422, 0.03058,-0.1261,0.9556,0.0066,-9.0162, 0.0000,-0.0149
-10.500,-0.4845, 0.02818, 0.02412,-0.1395,0.9466,0.0067,-8.8802, 0.0000,-0.0563
-10.250,-0.4559, 0.02527, 0.02103,-0.1453,0.9404,0.0069,-8.5641, 0.0000,-0.0874
-10.000,-0.4243, 0.02318, 0.01876,-0.1497,0.9352,0.0071,-8.1932, 0.0000,-0.1220
 -9.750,-0.3944, 0.02146, 0.01685,-0.1528,0.9282,0.0074,-7.8667, 0.0000,-0.1572
 -9.500,-0.3637, 0.01991, 0.01509,-0.1556,0.9212,0.0078,-7.5733, 0.0000,-0.1981
 -9.250,-0.3330, 0.01856, 0.01351,-0.1578,0.9140,0.0082,-7.2892, 0.0000,-0.2453
 -9.000,-0.3032, 0.01739, 0.01223,-0.1598,0.9064,0.0086,-6.9583, 0.0000,-0.2992
 -8.750,-0.2744, 0.01646, 0.01113,-0.1610,0.8984,0.0093,-6.6523, 0.0000,-0.3606
 -8.500,-0.2467, 0.01559, 0.01012,-0.1619,0.8901,0.0101,-6.3528, 0.0000,-0.4316
 -8.250,-0.2190, 0.01492, 0.00930,-0.1626,0.8820,0.0113,-6.0468, 0.0000,-0.5196
 -8.000,-0.1915, 0.01423, 0.00850,-0.1632,0.8744,0.0129,-5.7451, 0.0000,-0.6320
 -7.750,-0.1637, 0.01357, 0.00773,-0.1637,0.8670,0.0151,-5.4579, 0.0000,-0.7832
 -7.500,-0.1357, 0.01298, 0.00703,-0.1643,0.8603,0.0184,-5.1660, 0.0000,-0.9986
 -7.250,-0.1082, 0.01252, 0.00650,-0.1646,0.8530,0.0233,-4.8624, 0.0000,-1.3161
 -7.000,-0.0805, 0.01210, 0.00603,-0.1649,0.8463,0.0289,-4.5537, 0.0000,-1.8558
 -6.750,-0.0524, 0.01178, 0.00563,-0.1652,0.8401,0.0354,-4.2421, 0.0000,-2.9883
 -6.500,-0.0245, 0.01144, 0.00527,-0.1655,0.8338,0.0423,-3.9338, 0.0000,-6.6862
 -6.250, 0.0034, 0.01116, 0.00494,-0.1657,0.8275,0.0499,-3.6323, 0.0000,49.5142
 -6.000, 0.0318, 0.01091, 0.00463,-0.1660,0.8220,0.0583,-3.3358, 0.0000, 5.5849
 -5.750, 0.0599, 0.01064, 0.00434,-0.1662,0.8160,0.0675,-3.0491, 0.0000, 3.0887
 -5.500, 0.0882, 0.01040, 0.00408,-0.1665,0.8104,0.0781,-2.7689, 0.0000, 2.1786
 -5.250, 0.1166, 0.01021, 0.00383,-0.1668,0.8051,0.0898,-2.4964, 0.0000, 1.7086
 -5.000, 0.1448, 0.00999, 0.00362,-0.1670,0.7995,0.1028,-2.2334, 0.0000, 1.4248
 -4.750, 0.1735, 0.00983, 0.00336,-0.1673,0.7947,0.1166,-1.9772, 0.0000, 1.2311
 -4.500, 0.2017, 0.00966, 0.00326,-0.1675,0.7891,0.1312,-1.7327, 0.0000, 1.0941
 -4.250, 0.2304, 0.00952, 0.00310,-0.1677,0.7844,0.1467,-1.4953, 0.0000, 0.9894
 -4.000, 0.2586, 0.00939, 0.00297,-0.1679,0.7790,0.1632,-1.2694, 0.0000, 0.9086
 -3.750, 0.2873, 0.00928, 0.00285,-0.1682,0.7745,0.1808,-1.0930, 0.0000, 0.8432
 -3.500, 0.3157, 0.00917, 0.00275,-0.1684,0.7693,0.1985,-0.9845, 0.0000, 0.7899
 -3.250, 0.3443, 0.00909, 0.00266,-0.1686,0.7648,0.2164,-0.8900, 0.0000, 0.7452
 -3.000, 0.3727, 0.00900, 0.00260,-0.1688,0.7597,0.2347,-0.8028, 0.0000, 0.7075
 -2.750, 0.4013, 0.00894, 0.00253,-0.1690,0.7553,0.2533,-0.7199, 0.0000, 0.6749
 -2.500, 0.4297, 0.00887, 0.00249,-0.1692,0.7503,0.2718,-0.7046, 0.0000, 0.6468
 -2.250, 0.4583, 0.00883, 0.00244,-0.1694,0.7460,0.2904,-0.7207, 0.0000, 0.6221
 -2.000, 0.4866, 0.00878, 0.00242,-0.1695,0.7410,0.3092,-0.7369, 0.0000, 0.6003
 -1.750, 0.5152, 0.00875, 0.00239,-0.1697,0.7367,0.3284,-0.7535, 0.0000, 0.5808
 -1.500, 0.5435, 0.00871, 0.00239,-0.1698,0.7317,0.3479,-0.7704, 0.0000, 0.5635
 -1.250, 0.5720, 0.00869, 0.00238,-0.1700,0.7274,0.3682,-0.7877, 0.0000, 0.5478
 -1.000, 0.6002, 0.00866, 0.00239,-0.1702,0.7223,0.3895,-0.8052, 0.0000, 0.5337
 -0.750, 0.6287, 0.00864, 0.00240,-0.1703,0.7179,0.4121,-0.8231, 0.0000, 0.5207
 -0.500, 0.6568, 0.00862, 0.00243,-0.1704,0.7128,0.4354,-0.8412, 0.0000, 0.5089
 -0.250, 0.6852, 0.00861, 0.00246,-0.1706,0.7083,0.4601,-0.8598, 0.0000, 0.4980
  0.000, 0.7132, 0.00859, 0.00251,-0.1706,0.7032,0.4858,-0.8784, 0.0000, 0.4880
  0.250, 0.7414, 0.00859, 0.00256,-0.1708,0.6985,0.5129,-0.8975, 0.0000, 0.4788
  0.500, 0.7693, 0.00859, 0.00262,-0.1708,0.6933,0.5412,-0.9170, 0.0000, 0.4702
  0.750, 0.7973, 0.00859, 0.00269,-0.1709,0.6884,0.5707,-0.9368, 0.0000, 0.4621
  1.000, 0.8251, 0.00859, 0.00277,-0.1709,0.6832,0.6014,-0.9572, 0.0000, 0.4546
  1.250, 0.8527, 0.00859, 0.00286,-0.1708,0.6779,0.6337,-0.9782, 0.0000, 0.4476
  1.500, 0.8802, 0.00860, 0.00294,-0.1708,0.6727,0.6675,-1.0002, 0.0000, 0.4410
  1.750, 0.9071, 0.00859, 0.00305,-0.1706,0.6666,0.7025,-1.0228, 0.0000, 0.4347
  2.000, 0.9338, 0.00860, 0.00315,-0.1703,0.6610,0.7393,-1.0464, 0.0000, 0.4287
  2.250, 0.9597, 0.00860, 0.00326,-0.1698,0.6548,0.7783,-1.0710, 0.0000, 0.4230
  2.500, 0.9843, 0.00859, 0.00336,-0.1691,0.6482,0.8212,-1.0974, 0.0000, 0.4175
  2.750, 1.0062, 0.00856, 0.00345,-0.1677,0.6417,0.8721,-1.1240, 0.0000, 0.4121
  3.000, 1.0265, 0.00844, 0.00342,-0.1658,0.6349,1.0000,-1.1517, 0.0000, 0.4067
  3.250, 1.0537, 0.00854, 0.00352,-0.1657,0.6269,1.0000,-1.1875, 0.0000, 0.4022
  3.500, 1.0807, 0.00866, 0.00363,-0.1656,0.6187,1.0000,-1.2256, 0.0000, 0.3978
  3.750, 1.1075, 0.00878, 0.00375,-0.1655,0.6102,1.0000,-1.2665, 0.0000, 0.3937
  4.000, 1.1339, 0.00891, 0.00387,-0.1652,0.6012,1.0000,-1.3105, 0.0000, 0.3897
  4.250, 1.1599, 0.00905, 0.00400,-0.1649,0.5916,1.0000,-1.3597, 0.0000, 0.3858
  4.500, 1.1857, 0.00921, 0.00415,-0.1646,0.5816,1.0000,-1.4142, 0.0000, 0.3821
  4.750, 1.2111, 0.00937, 0.00431,-0.1642,0.5710,1.0000,-1.4739, 0.0000, 0.3786
  5.000, 1.2360, 0.00956, 0.00448,-0.1637,0.5595,1.0000,-1.5413, 0.0000, 0.3751
  5.250, 1.2605, 0.00976, 0.00468,-0.1631,0.5461,1.0000,-1.6150, 0.0000, 0.3717
  5.750, 1.3072, 0.01024, 0.00512,-0.1615,0.5157,1.0000,-1.8024, 0.0000, 0.3652
  6.000, 1.3294, 0.01054, 0.00537,-0.1605,0.4980,1.0000,-1.9195, 0.0000, 0.3621
  6.250, 1.3504, 0.01088, 0.00567,-0.1593,0.4781,1.0000,-2.0612, 0.0000, 0.3589
  6.500, 1.3701, 0.01127, 0.00599,-0.1578,0.4555,1.0000,-2.2649, 0.0000, 0.3558
  6.750, 1.3883, 0.01173, 0.00637,-0.1562,0.4304,1.0000,-2.4687, 0.0000, 0.3528
  7.000, 1.4042, 0.01229, 0.00681,-0.1541,0.4014,1.0000,-2.6976, 0.0000, 0.3497
  7.250, 1.4174, 0.01292, 0.00731,-0.1516,0.3691,1.0000,-2.9207, 0.0000, 0.3465
  7.500, 1.4267, 0.01369, 0.00790,-0.1484,0.3338,1.0000,-3.1281, 0.0000, 0.3432
  7.750, 1.4345, 0.01456, 0.00859,-0.1450,0.2979,1.0000,-3.3324, 0.0000, 0.3400
  8.000, 1.4427, 0.01546, 0.00933,-0.1419,0.2647,1.0000,-3.5423, 0.0000, 0.3368
  8.250, 1.4508, 0.01640, 0.01012,-0.1388,0.2350,1.0000,-3.7561, 0.0000, 0.3338
  8.500, 1.4586, 0.01739, 0.01098,-0.1358,0.2074,1.0000,-3.9729, 0.0000, 0.3309
  8.750, 1.4660, 0.01845, 0.01192,-0.1329,0.1810,1.0000,-4.1904, 0.0000, 0.3281
  9.000, 1.4727, 0.01959, 0.01294,-0.1301,0.1555,1.0000,-4.4075, 0.0000, 0.3253
  9.250, 1.4792, 0.02081, 0.01404,-0.1273,0.1322,1.0000,-4.6263, 0.0000, 0.3227
  9.750, 1.4918, 0.02343, 0.01648,-0.1222,0.0935,1.0000,-5.0716, 0.0000, 0.3177
 10.000, 1.4983, 0.02481, 0.01780,-0.1199,0.0782,1.0000,-5.3006, 0.0000, 0.3154
 10.250, 1.5047, 0.02626, 0.01920,-0.1177,0.0651,1.0000,-5.5320, 0.0000, 0.3132
 10.500, 1.5116, 0.02773, 0.02065,-0.1157,0.0540,1.0000,-5.7693, 0.0000, 0.3110
 10.750, 1.5177, 0.02932, 0.02222,-0.1137,0.0446,1.0000,-6.0037, 0.0000, 0.3090
 11.000, 1.5241, 0.03094, 0.02383,-0.1119,0.0367,1.0000,-6.2429, 0.0000, 0.3070
 11.250, 1.5296, 0.03268, 0.02557,-0.1101,0.0303,1.0000,-6.4780, 0.0000, 0.3051
 11.500, 1.5356, 0.03443, 0.02735,-0.1084,0.0253,1.0000,-6.7184, 0.0000, 0.3033
 11.750, 1.5413, 0.03626, 0.02921,-0.1068,0.0213,1.0000,-6.9587, 0.0000, 0.3016
 12.000, 1.5466, 0.03817, 0.03116,-0.1054,0.0181,1.0000,-7.1981, 0.0000, 0.2999
 12.250, 1.5516, 0.04017, 0.03321,-0.1040,0.0157,1.0000,-7.4346, 0.0000, 0.2983
 12.500, 1.5558, 0.04230, 0.03540,-0.1026,0.0137,1.0000,-7.6665, 0.0000, 0.2968
 12.750, 1.5595, 0.04455, 0.03772,-0.1014,0.0122,1.0000,-7.8946, 0.0000, 0.2953
 13.000, 1.5636, 0.04682, 0.04008,-0.1003,0.0108,1.0000,-8.1225, 0.0000, 0.2939
 13.250, 1.5659, 0.04935, 0.04268,-0.0992,0.0098,1.0000,-8.3374, 0.0000, 0.2926
 13.500, 1.5689, 0.05187, 0.04530,-0.0983,0.0089,1.0000,-8.5583, 0.0000, 0.2914
 13.750, 1.5700, 0.05467, 0.04819,-0.0975,0.0082,1.0000,-8.7618, 0.0000, 0.2903
 14.000, 1.5721, 0.05744, 0.05106,-0.0968,0.0076,1.0000,-8.9752, 0.0000, 0.2893
 14.250, 1.5715, 0.06061, 0.05431,-0.0962,0.0071,1.0000,-9.1715, 0.0000, 0.2884
 14.500, 1.5731, 0.06359, 0.05742,-0.0958,0.0066,1.0000,-9.3760, 0.0000, 0.2875
 14.750, 1.5739, 0.06673, 0.06065,-0.0955,0.0061,1.0000,-9.5879, 0.0000, 0.2868
