xflr5 v6.44

 Calculated polar for: NACA0018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.700 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-14.000,-1.2864, 0.02503, 0.01896,-0.0361,1.0000,0.0553,-5.0952, 0.0000, 0.1992
-13.750,-1.2740, 0.02404, 0.01792,-0.0351,1.0000,0.0568,-4.9844, 0.0000, 0.2002
-13.500,-1.2605, 0.02317, 0.01700,-0.0341,1.0000,0.0580,-4.8707, 0.0000, 0.2012
-13.250,-1.2461, 0.02240, 0.01618,-0.0330,1.0000,0.0589,-4.7547, 0.0000, 0.2022
-13.000,-1.2338, 0.02154, 0.01529,-0.0316,1.0000,0.0606,-4.6471, 0.0000, 0.2035
-12.750,-1.2231, 0.02065, 0.01439,-0.0299,1.0000,0.0633,-4.5448, 0.0000, 0.2051
-12.500,-1.2109, 0.01989, 0.01363,-0.0283,1.0000,0.0657,-4.4378, 0.0000, 0.2066
-12.250,-1.1977, 0.01924, 0.01297,-0.0266,1.0000,0.0680,-4.3323, 0.0000, 0.2082
-12.000,-1.1841, 0.01868, 0.01240,-0.0248,1.0000,0.0700,-4.2340, 0.0000, 0.2099
-11.750,-1.1702, 0.01822, 0.01190,-0.0228,1.0000,0.0716,-4.1356, 0.0000, 0.2117
-11.500,-1.1582, 0.01780, 0.01144,-0.0204,1.0000,0.0731,-4.0421, 0.0000, 0.2140
-11.250,-1.1527, 0.01733, 0.01097,-0.0168,1.0000,0.0765,-3.9657, 0.0000, 0.2175
-11.000,-1.1512, 0.01697, 0.01062,-0.0122,1.0000,0.0791,-3.8982, 0.0000, 0.2218
-10.750,-1.1560, 0.01673, 0.01037,-0.0063,1.0000,0.0812,-3.8453, 0.0000, 0.2275
-10.500,-1.1503, 0.01645, 0.01009,-0.0023,0.9996,0.0839,-3.7681, 0.0000, 0.2313
-10.250,-1.1185, 0.01607, 0.00969,-0.0036,0.9975,0.0870,-3.6311, 0.0000, 0.2304
-10.000,-1.0882, 0.01552, 0.00920,-0.0047,0.9952,0.0936,-3.5004, 0.0000, 0.2296
 -9.750,-1.0558, 0.01507, 0.00877,-0.0061,0.9933,0.0990,-3.3661, 0.0000, 0.2284
 -9.500,-1.0248, 0.01472, 0.00842,-0.0071,0.9906,0.1027,-3.2365, 0.0000, 0.2275
 -9.250,-0.9951, 0.01426, 0.00799,-0.0079,0.9872,0.1097,-3.1120, 0.0000, 0.2268
 -9.000,-0.9631, 0.01386, 0.00762,-0.0091,0.9845,0.1161,-2.9840, 0.0000, 0.2255
 -8.750,-0.9290, 0.01351, 0.00728,-0.0107,0.9824,0.1218,-2.8582, 0.0000, 0.2237
 -8.500,-0.8961, 0.01306, 0.00691,-0.0121,0.9803,0.1313,-2.7454, 0.0000, 0.2219
 -8.000,-0.8405, 0.01237, 0.00630,-0.0125,0.9693,0.1475,-2.5420, 0.0000, 0.2210
 -7.750,-0.8095, 0.01206, 0.00601,-0.0133,0.9650,0.1552,-2.4365, 0.0000, 0.2196
 -7.500,-0.7846, 0.01175, 0.00573,-0.0128,0.9575,0.1638,-2.3432, 0.0000, 0.2200
 -7.250,-0.7587, 0.01145, 0.00547,-0.0125,0.9498,0.1730,-2.2490, 0.0000, 0.2201
 -7.000,-0.7323, 0.01116, 0.00521,-0.0122,0.9426,0.1833,-2.1554, 0.0000, 0.2201
 -6.750,-0.7086, 0.01090, 0.00499,-0.0114,0.9326,0.1938,-2.0742, 0.0000, 0.2209
 -6.500,-0.6828, 0.01065, 0.00475,-0.0109,0.9239,0.2034,-1.9933, 0.0000, 0.2212
 -6.250,-0.6586, 0.01041, 0.00456,-0.0101,0.9133,0.2139,-1.9158, 0.0000, 0.2220
 -6.000,-0.6332, 0.01020, 0.00435,-0.0095,0.9026,0.2242,-1.8373, 0.0000, 0.2225
 -5.750,-0.6085, 0.00997, 0.00417,-0.0089,0.8913,0.2372,-1.7609, 0.0000, 0.2232
 -5.500,-0.5830, 0.00978, 0.00396,-0.0083,0.8792,0.2483,-1.6848, 0.0000, 0.2237
