xflr5 v6.44

 Calculated polar for: NACA0018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.750 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-14.000,-1.2947, 0.02438, 0.01836,-0.0354,1.0000,0.0540,-5.1259, 0.0000, 0.1999
-13.750,-1.2829, 0.02338, 0.01731,-0.0344,1.0000,0.0557,-5.0163, 0.0000, 0.2010
-13.500,-1.2695, 0.02252, 0.01642,-0.0333,1.0000,0.0572,-4.9022, 0.0000, 0.2020
-13.250,-1.2553, 0.02175, 0.01561,-0.0321,1.0000,0.0583,-4.7865, 0.0000, 0.2031
-13.000,-1.2401, 0.02109, 0.01490,-0.0310,1.0000,0.0591,-4.6683, 0.0000, 0.2041
-12.750,-1.2284, 0.02027, 0.01405,-0.0293,1.0000,0.0613,-4.5628, 0.0000, 0.2057
-12.500,-1.2165, 0.01950, 0.01329,-0.0276,1.0000,0.0641,-4.4567, 0.0000, 0.2073
-12.250,-1.2039, 0.01884, 0.01263,-0.0258,1.0000,0.0665,-4.3510, 0.0000, 0.2090
-12.000,-1.1908, 0.01828, 0.01207,-0.0239,1.0000,0.0687,-4.2538, 0.0000, 0.2108
-11.750,-1.1778, 0.01782, 0.01158,-0.0217,1.0000,0.0706,-4.1571, 0.0000, 0.2128
-11.500,-1.1661, 0.01744, 0.01117,-0.0192,1.0000,0.0720,-4.0639, 0.0000, 0.2152
-11.250,-1.1592, 0.01707, 0.01077,-0.0157,1.0000,0.0739,-3.9833, 0.0000, 0.2185
-11.000,-1.1596, 0.01674, 0.01043,-0.0107,1.0000,0.0768,-3.9203, 0.0000, 0.2233
-10.750,-1.1666, 0.01651, 0.01021,-0.0043,1.0000,0.0790,-3.8723, 0.0000, 0.2293
-10.250,-1.1142, 0.01568, 0.00939,-0.0047,0.9964,0.0863,-3.6236, 0.0000, 0.2294
-10.000,-1.0828, 0.01521, 0.00895,-0.0059,0.9944,0.0918,-3.4900, 0.0000, 0.2284
 -9.750,-1.0510, 0.01474, 0.00852,-0.0072,0.9926,0.0976,-3.3573, 0.0000, 0.2273
 -9.500,-1.0214, 0.01438, 0.00816,-0.0079,0.9893,0.1018,-3.2307, 0.0000, 0.2267
 -9.250,-0.9905, 0.01398, 0.00777,-0.0089,0.9863,0.1076,-3.1036, 0.0000, 0.2257
 -9.000,-0.9584, 0.01355, 0.00740,-0.0102,0.9838,0.1144,-2.9755, 0.0000, 0.2243
 -8.750,-0.9244, 0.01322, 0.00707,-0.0117,0.9817,0.1195,-2.8505, 0.0000, 0.2225
 -8.500,-0.8944, 0.01280, 0.00672,-0.0125,0.9784,0.1284,-2.7431, 0.0000, 0.2214
 -8.250,-0.8675, 0.01248, 0.00643,-0.0125,0.9722,0.1359,-2.6423, 0.0000, 0.2213
 -8.000,-0.8385, 0.01212, 0.00612,-0.0129,0.9672,0.1446,-2.5392, 0.0000, 0.2205
 -7.750,-0.8094, 0.01180, 0.00583,-0.0133,0.9623,0.1529,-2.4371, 0.0000, 0.2196
 -7.500,-0.7855, 0.01155, 0.00558,-0.0125,0.9536,0.1598,-2.3453, 0.0000, 0.2204
 -7.250,-0.7592, 0.01122, 0.00530,-0.0123,0.9465,0.1696,-2.2505, 0.0000, 0.2204
 -7.000,-0.7344, 0.01100, 0.00509,-0.0117,0.9377,0.1778,-2.1595, 0.0000, 0.2209
 -6.750,-0.7104, 0.01069, 0.00484,-0.0109,0.9281,0.1899,-2.0773, 0.0000, 0.2217
 -6.500,-0.6849, 0.01049, 0.00464,-0.0104,0.9189,0.1983,-1.9968, 0.0000, 0.2221
 -6.250,-0.6607, 0.01023, 0.00443,-0.0096,0.9078,0.2096,-1.9192, 0.0000, 0.2229
 -6.000,-0.6350, 0.01005, 0.00424,-0.0091,0.8974,0.2189,-1.8402, 0.0000, 0.2233
 -5.750,-0.6104, 0.00980, 0.00404,-0.0084,0.8851,0.2322,-1.7640, 0.0000, 0.2241
 -5.250,-0.5593, 0.00943, 0.00368,-0.0073,0.8601,0.2551,-1.6194, 0.0000, 0.2251
 -5.000,-0.5330, 0.00930, 0.00354,-0.0069,0.8474,0.2656,-1.5512, 0.0000, 0.2254
 -4.750,-0.5076, 0.00910, 0.00338,-0.0063,0.8329,0.2803,-1.4850, 0.0000, 0.2260
 -4.250,-0.4553, 0.00883, 0.00311,-0.0055,0.8039,0.3047,-1.3584, 0.0000, 0.2268
 -4.000,-0.4286, 0.00874, 0.00300,-0.0051,0.7893,0.3168,-1.2992, 0.0000, 0.2270
 -3.750,-0.4028, 0.00860, 0.00286,-0.0046,0.7731,0.3314,-1.2419, 0.0000, 0.2276
 -3.500,-0.3756, 0.00853, 0.00277,-0.0044,0.7586,0.3425,-1.1861, 0.0000, 0.2275
 -3.000,-0.3226, 0.00835, 0.00259,-0.0036,0.7267,0.3696,-1.0836, 0.0000, 0.2281
 -2.750,-0.2965, 0.00826, 0.00250,-0.0032,0.7106,0.3846,-1.0362, 0.0000, 0.2288
 -2.500,-0.2693, 0.00821, 0.00244,-0.0029,0.6944,0.3973,-0.9901, 0.0000, 0.2286
 -2.250,-0.2429, 0.00813, 0.00237,-0.0025,0.6792,0.4119,-0.9453, 0.0000, 0.2292
 -2.000,-0.2156, 0.00810, 0.00232,-0.0023,0.6628,0.4247,-0.9038, 0.0000, 0.2290
 -1.750,-0.1892, 0.00803, 0.00226,-0.0019,0.6474,0.4401,-0.8636, 0.0000, 0.2295
 -1.500,-0.1618, 0.00802, 0.00222,-0.0017,0.6313,0.4524,-0.8247, 0.0000, 0.2293
 -1.250,-0.1352, 0.00796, 0.00218,-0.0014,0.6165,0.4685,-0.7884, 0.0000, 0.2298
 -1.000,-0.1080, 0.00797, 0.00215,-0.0011,0.5998,0.4808,-0.7522, 0.0000, 0.2296
 -0.750,-0.0812, 0.00791, 0.00213,-0.0008,0.5860,0.4969,-0.7192, 0.0000, 0.2299
 -0.500,-0.0541, 0.00794, 0.00212,-0.0005,0.5692,0.5101,-0.6863, 0.0000, 0.2299
 -0.250,-0.0271, 0.00789, 0.00211,-0.0003,0.5556,0.5257,-0.6554, 0.0000, 0.2299
  0.000,-0.0000, 0.00793, 0.00210, 0.0000,0.5396,0.5396,-0.6255, 0.0000, 0.4556
  0.250, 0.0271, 0.00789, 0.00211, 0.0003,0.5257,0.5556,-0.6554, 0.0000, 0.2299
  0.500, 0.0541, 0.00794, 0.00212, 0.0005,0.5101,0.5692,-0.6863, 0.0000, 0.2299
  0.750, 0.0812, 0.00791, 0.00213, 0.0008,0.4969,0.5860,-0.7192, 0.0000, 0.2299
  1.000, 0.1080, 0.00797, 0.00215, 0.0011,0.4808,0.5998,-0.7522, 0.0000, 0.2296
  1.250, 0.1352, 0.00796, 0.00218, 0.0014,0.4685,0.6164,-0.7884, 0.0000, 0.2298
  1.500, 0.1619, 0.00802, 0.00222, 0.0017,0.4524,0.6313,-0.8247, 0.0000, 0.2293
  1.750, 0.1892, 0.00803, 0.00226, 0.0019,0.4401,0.6474,-0.8636, 0.0000, 0.2296
  2.000, 0.2157, 0.00810, 0.00232, 0.0023,0.4247,0.6628,-0.9038, 0.0000, 0.2290
