xflr5 v6.44

 Calculated polar for: NACA0018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.900 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-14.000,-1.3127, 0.02300, 0.01706,-0.0340,1.0000,0.0498,-5.1917, 0.0000, 0.2015
-13.750,-1.3014, 0.02200, 0.01605,-0.0327,1.0000,0.0520,-5.0834, 0.0000, 0.2028
-13.500,-1.2894, 0.02111, 0.01515,-0.0314,1.0000,0.0540,-4.9722, 0.0000, 0.2040
-13.250,-1.2762, 0.02034, 0.01436,-0.0300,1.0000,0.0558,-4.8582, 0.0000, 0.2053
-13.000,-1.2615, 0.01968, 0.01368,-0.0287,1.0000,0.0573,-4.7405, 0.0000, 0.2065
-12.750,-1.2462, 0.01910, 0.01307,-0.0273,1.0000,0.0584,-4.6215, 0.0000, 0.2077
-12.500,-1.2300, 0.01860, 0.01253,-0.0260,1.0000,0.0592,-4.5008, 0.0000, 0.2090
-12.250,-1.2178, 0.01797, 0.01188,-0.0240,1.0000,0.0619,-4.3939, 0.0000, 0.2108
-12.000,-1.2059, 0.01741, 0.01134,-0.0217,1.0000,0.0647,-4.2985, 0.0000, 0.2129
-11.750,-1.1957, 0.01693, 0.01087,-0.0191,1.0000,0.0670,-4.2078, 0.0000, 0.2154
-11.500,-1.1885, 0.01656, 0.01049,-0.0156,1.0000,0.0690,-4.1247, 0.0000, 0.2186
-11.250,-1.1855, 0.01629, 0.01019,-0.0112,1.0000,0.0706,-4.0519, 0.0000, 0.2227
-11.000,-1.1902, 0.01613, 0.01000,-0.0051,1.0000,0.0716,-3.9978, 0.0000, 0.2283
-10.750,-1.1636, 0.01574, 0.00959,-0.0054,0.9983,0.0740,-3.8703, 0.0000, 0.2284
-10.500,-1.1340, 0.01523, 0.00912,-0.0063,0.9961,0.0790,-3.7378, 0.0000, 0.2277
-10.250,-1.1029, 0.01478, 0.00870,-0.0075,0.9942,0.0834,-3.6030, 0.0000, 0.2268
-10.000,-1.0700, 0.01441, 0.00834,-0.0089,0.9928,0.0868,-3.4655, 0.0000, 0.2255
 -9.750,-1.0423, 0.01397, 0.00793,-0.0093,0.9894,0.0930,-3.3421, 0.0000, 0.2252
 -9.500,-1.0121, 0.01356, 0.00756,-0.0102,0.9865,0.0984,-3.2143, 0.0000, 0.2244
 -9.250,-0.9796, 0.01323, 0.00723,-0.0114,0.9842,0.1023,-3.0834, 0.0000, 0.2230
 -9.000,-0.9479, 0.01283, 0.00686,-0.0125,0.9816,0.1092,-2.9566, 0.0000, 0.2217
 -8.750,-0.9191, 0.01248, 0.00655,-0.0130,0.9777,0.1154,-2.8432, 0.0000, 0.2210
 -8.250,-0.8646, 0.01183, 0.00596,-0.0131,0.9662,0.1290,-2.6392, 0.0000, 0.2205
 -8.000,-0.8386, 0.01155, 0.00571,-0.0128,0.9598,0.1362,-2.5410, 0.0000, 0.2206
 -7.750,-0.8145, 0.01125, 0.00545,-0.0121,0.9514,0.1444,-2.4477, 0.0000, 0.2213
 -7.500,-0.7888, 0.01097, 0.00518,-0.0117,0.9442,0.1523,-2.3525, 0.0000, 0.2215
 -7.250,-0.7646, 0.01076, 0.00498,-0.0110,0.9346,0.1587,-2.2611, 0.0000, 0.2223
 -7.000,-0.7404, 0.01048, 0.00473,-0.0102,0.9252,0.1685,-2.1709, 0.0000, 0.2231
 -6.750,-0.7153, 0.01028, 0.00454,-0.0096,0.9153,0.1765,-2.0857, 0.0000, 0.2236
