xflr5 v6.44

 Calculated polar for: NACA0018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.005     Re =     0.250 e 6     Ncrit =   7.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-14.000,-1.1495, 0.03734, 0.03023,-0.0441,1.0000,0.0783,-4.5731, 0.0000, 0.1879
-13.750,-1.1433, 0.03562, 0.02846,-0.0435,1.0000,0.0805,-4.4926, 0.0000, 0.1887
-13.500,-1.1350, 0.03412, 0.02689,-0.0429,1.0000,0.0828,-4.4052, 0.0000, 0.1895
-13.250,-1.1253, 0.03278, 0.02546,-0.0422,1.0000,0.0852,-4.3136, 0.0000, 0.1902
-13.000,-1.1141, 0.03159, 0.02418,-0.0415,1.0000,0.0872,-4.2175, 0.0000, 0.1910
-12.750,-1.1109, 0.02989, 0.02250,-0.0401,1.0000,0.0906,-4.1539, 0.0000, 0.1926
-12.500,-1.1039, 0.02856, 0.02118,-0.0388,1.0000,0.0937,-4.0801, 0.0000, 0.1941
-12.250,-1.0942, 0.02748, 0.02007,-0.0375,1.0000,0.0969,-3.9992, 0.0000, 0.1954
-12.000,-1.0824, 0.02655, 0.01905,-0.0362,1.0000,0.1000,-3.9139, 0.0000, 0.1967
-11.750,-1.0692, 0.02577, 0.01817,-0.0348,1.0000,0.1027,-3.8250, 0.0000, 0.1979
-11.500,-1.0638, 0.02461, 0.01706,-0.0326,1.0000,0.1066,-3.7565, 0.0000, 0.2003
-11.250,-1.0554, 0.02373, 0.01619,-0.0305,1.0000,0.1104,-3.6790, 0.0000, 0.2026
-11.000,-1.0451, 0.02303, 0.01548,-0.0283,1.0000,0.1145,-3.5967, 0.0000, 0.2047
-10.750,-1.0335, 0.02248, 0.01486,-0.0262,1.0000,0.1184,-3.5118, 0.0000, 0.2069
-10.500,-1.0279, 0.02180, 0.01420,-0.0230,1.0000,0.1227,-3.4412, 0.0000, 0.2103
-10.250,-1.0254, 0.02123, 0.01366,-0.0191,1.0000,0.1273,-3.3766, 0.0000, 0.2145
-10.000,-1.0227, 0.02082, 0.01326,-0.0149,1.0000,0.1320,-3.3113, 0.0000, 0.2189
 -9.750,-1.0199, 0.02053, 0.01292,-0.0106,1.0000,0.1363,-3.2461, 0.0000, 0.2236
 -9.500,-1.0195, 0.02011, 0.01253,-0.0059,1.0000,0.1410,-3.1870, 0.0000, 0.2286
 -9.250,-1.0165, 0.01969, 0.01212,-0.0016,1.0000,0.1463,-3.1220, 0.0000, 0.2331
 -9.000,-1.0098, 0.01936, 0.01180, 0.0020,1.0000,0.1520,-3.0494, 0.0000, 0.2371
 -8.750,-1.0007, 0.01909, 0.01148, 0.0052,1.0000,0.1573,-2.9725, 0.0000, 0.2407
